448,1
195,2
504,2
609,2
15,3
31,3
56,3
461,3
585,3
605,3
5,4
10,4
19,4
21,4
25,4
26,4
89,4
117,4
163,4
203,4
242,4
259,4
351,4
460,4
472,4
479,4
604,4
713,4
745,4
756,4
783,4
812,4
888,4
991,4
0,5
1,5
3,5
6,5
7,5
11,5
12,5
14,5
16,5
17,5
18,5
20,5
27,5
28,5
29,5
36,5
52,5
54,5
67,5
77,5
81,5
105,5
106,5
109,5
111,5
129,5
131,5
173,5
187,5
198,5
200,5
201,5
227,5
233,5
239,5
264,5
272,5
285,5
300,5
305,5
319,5
329,5
348,5
366,5
417,5
436,5
444,5
468,5
485,5
493,5
577,5
587,5
603,5
606,5
617,5
638,5
649,5
686,5
693,5
703,5
742,5
787,5
791,5
796,5
842,5
945,5
953,5
2,6
4,6
8,6
13,6
22,6
23,6
24,6
30,6
32,6
34,6
41,6
42,6
46,6
47,6
53,6
57,6
60,6
61,6
65,6
69,6
70,6
71,6
73,6
74,6
78,6
82,6
84,6
85,6
91,6
97,6
98,6
99,6
110,6
115,6
128,6
130,6
132,6
134,6
135,6
143,6
144,6
150,6
152,6
160,6
168,6
170,6
175,6
176,6
179,6
180,6
181,6
184,6
185,6
188,6
189,6
190,6
193,6
194,6
202,6
205,6
212,6
213,6
220,6
222,6
240,6
243,6
257,6
266,6
268,6
279,6
280,6
284,6
295,6
309,6
310,6
313,6
317,6
325,6
332,6
337,6
342,6
344,6
352,6
360,6
368,6
373,6
374,6
380,6
388,6
409,6
411,6
413,6
419,6
424,6
428,6
431,6
433,6
439,6
443,6
451,6
454,6
464,6
478,6
483,6
487,6
495,6
498,6
505,6
514,6
517,6
520,6
523,6
527,6
534,6
548,6
552,6
555,6
561,6
631,6
657,6
659,6
670,6
700,6
707,6
708,6
734,6
737,6
749,6
754,6
764,6
777,6
786,6
793,6
809,6
819,6
831,6
844,6
869,6
874,6
875,6
884,6
887,6
896,6
900,6
901,6
909,6
912,6
917,6
923,6
924,6
935,6
967,6
989,6
9,7
35,7
39,7
43,7
45,7
48,7
49,7
58,7
63,7
64,7
68,7
75,7
79,7
86,7
87,7
88,7
90,7
92,7
94,7
95,7
101,7
103,7
104,7
113,7
120,7
121,7
122,7
133,7
136,7
138,7
147,7
148,7
154,7
155,7
158,7
162,7
166,7
177,7
183,7
207,7
215,7
216,7
219,7
229,7
236,7
238,7
248,7
256,7
258,7
271,7
283,7
288,7
297,7
298,7
301,7
302,7
303,7
315,7
333,7
334,7
340,7
343,7
347,7
357,7
361,7
363,7
372,7
375,7
381,7
387,7
412,7
437,7
457,7
458,7
462,7
470,7
473,7
480,7
488,7
496,7
508,7
516,7
528,7
530,7
531,7
537,7
540,7
541,7
546,7
551,7
554,7
556,7
572,7
574,7
579,7
580,7
590,7
596,7
608,7
620,7
623,7
625,7
643,7
644,7
653,7
661,7
672,7
675,7
678,7
679,7
685,7
687,7
692,7
695,7
699,7
706,7
712,7
715,7
719,7
730,7
733,7
740,7
748,7
763,7
766,7
775,7
779,7
806,7
808,7
815,7
847,7
848,7
850,7
861,7
866,7
870,7
906,7
915,7
919,7
927,7
928,7
936,7
939,7
948,7
960,7
964,7
974,7
981,7
986,7
988,7
992,7
37,8
44,8
80,8
102,8
107,8
116,8
119,8
139,8
145,8
149,8
161,8
167,8
178,8
186,8
192,8
196,8
199,8
230,8
231,8
244,8
245,8
251,8
253,8
260,8
261,8
262,8
267,8
275,8
276,8
289,8
291,8
293,8
294,8
306,8
318,8
327,8
338,8
341,8
355,8
369,8
378,8
386,8
396,8
407,8
414,8
453,8
456,8
465,8
467,8
490,8
525,8
526,8
533,8
536,8
560,8
566,8
571,8
573,8
591,8
593,8
597,8
599,8
601,8
611,8
614,8
621,8
629,8
671,8
694,8
702,8
726,8
727,8
768,8
774,8
782,8
784,8
785,8
788,8
798,8
845,8
857,8
881,8
913,8
914,8
918,8
925,8
930,8
937,8
941,8
966,8
977,8
980,8
983,8
995,8
998,8
51,9
55,9
66,9
72,9
93,9
100,9
118,9
146,9
197,9
208,9
214,9
217,9
228,9
241,9
247,9
292,9
311,9
321,9
364,9
371,9
415,9
447,9
471,9
492,9
500,9
518,9
524,9
529,9
558,9
563,9
592,9
613,9
634,9
663,9
680,9
731,9
755,9
780,9
802,9
829,9
836,9
843,9
855,9
862,9
871,9
877,9
895,9
908,9
922,9
931,9
933,9
938,9
944,9
164,10
209,10
237,10
401,10
435,10
539,10
542,10
564,10
570,10
582,10
628,10
710,10
711,10
814,10
823,10
828,10
863,10
878,10
907,10
911,10
926,10
952,10
984,10
141,11
156,11
165,11
254,11
393,11
442,11
512,11
789,11
397,12
725,12
